Date,Daily minimum temperatures,Year,Month,Day,Day of Week,Week of Year,Day of Year,Day Name,Season,Month_sin,Month_cos,DayofWeek_sin,DayofWeek_cos,Rolling Mean 7,Rolling Mean 30,Rolling Std 7,Rolling Std 30,Temp Diff 1d,Temp Diff 7d,Lag 1,Lag 2,Lag 3,Lag 7,Lag 14,Lag 30
1982-06-07,2.6,1982.0,6.0,7.0,0.0,23,158.0,Monday,Summer,0.0,-1.0,0.0,1.0,3.7,8.07,3.18,3.95,1.0,-4.4,1.6,0.0,2.5,7.0,8.6,8.5
1982-06-08,5.7,1982.0,6.0,8.0,1.0,23,159.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,3.5,8.08,2.97,3.94,3.1,-1.4,2.6,1.6,0.0,7.1,11.1,5.5
1982-06-09,2.3,1982.0,6.0,9.0,2.0,23,160.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,2.54,7.9,1.72,4.025,-3.4,-6.7,5.7,2.6,1.6,9.0,12.1,7.6
1982-06-10,4.5,1982.0,6.0,10.0,3.0,23,161.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,2.74,7.76,1.87,4.025,2.2,1.4,2.3,5.7,2.6,3.1,12.9,8.7
1982-06-11,8.2,1982.0,6.0,11.0,4.0,23,162.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,3.56,7.67,2.77,4.025,3.7,5.7,4.5,2.3,5.7,2.5,14.0,10.8
1982-06-12,6.9,1982.0,6.0,12.0,5.0,23,163.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,4.54,7.53,2.51,4.025,-1.3,6.9,8.2,4.5,2.3,0.0,12.5,11.2
1982-06-13,7.3,1982.0,6.0,13.0,6.0,23,164.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,5.36,7.47,2.31,4.02,0.4,5.7,6.9,8.2,4.5,1.6,11.5,9.1
1982-06-14,6.0,1982.0,6.0,14.0,0.0,24,165.0,Monday,Summer,0.0,-1.0,0.0,1.0,5.84,7.55,1.97,3.97,-1.3,3.4,7.3,6.9,8.2,2.6,7.0,3.7
1982-06-15,7.3,1982.0,6.0,15.0,1.0,24,166.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,6.07,7.64,2.04,3.93,1.3,1.6,6.0,7.3,6.9,5.7,7.1,4.6
1982-06-16,7.6,1982.0,6.0,16.0,2.0,24,167.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,6.83,7.67,1.23,3.93,0.3,5.3,7.3,6.0,7.3,2.3,9.0,6.6
1982-06-17,8.0,1982.0,6.0,17.0,3.0,24,168.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,7.33,7.5,0.73,3.79,0.4,3.5,7.6,7.3,6.0,4.5,3.1,13.2
1982-06-18,8.0,1982.0,6.0,18.0,4.0,24,169.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,7.3,7.26,0.7,3.5,0.0,-0.2,8.0,7.6,7.3,8.2,2.5,15.2
1982-06-19,6.8,1982.0,6.0,19.0,5.0,24,170.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,7.29,7.23,0.71,3.5,-1.2,-0.1,8.0,8.0,7.6,6.9,0.0,7.6
1982-06-20,7.3,1982.0,6.0,20.0,6.0,24,171.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,7.29,7.19,0.71,3.49,0.5,0.0,6.8,8.0,8.0,7.3,1.6,8.4
1982-06-21,6.2,1982.0,6.0,21.0,0.0,25,172.0,Monday,Summer,0.0,-1.0,0.0,1.0,7.31,7.2,0.65,3.49,-1.1,0.2,7.3,6.8,8.0,6.0,2.6,6.0
1982-06-22,6.9,1982.0,6.0,22.0,1.0,25,173.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,7.26,7.15,0.67,3.48,0.7,-0.4,6.2,7.3,6.8,7.3,5.7,8.3
1982-06-23,8.9,1982.0,6.0,23.0,2.0,25,174.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,7.44,7.16,0.91,3.49,2.0,1.3,6.9,6.2,7.3,7.6,2.3,8.6
1982-06-24,4.0,1982.0,6.0,24.0,3.0,25,175.0,Thursday,Summer,0.0,-1.0,0.43,-0.9,6.87,6.93,1.54,3.45,-4.9,-4.0,8.9,6.9,6.2,8.0,4.5,11.1
1982-06-25,1.3,1982.0,6.0,25.0,4.0,25,176.0,Friday,Summer,0.0,-1.0,-0.43,-0.9,5.91,6.57,2.5,3.46,-2.7,-6.7,4.0,8.9,6.9,8.0,8.2,12.1
1982-06-26,0.8,1982.0,6.0,26.0,5.0,25,177.0,Saturday,Summer,0.0,-1.0,-0.97,-0.22,5.06,6.16,3.11,3.4,-0.5,-6.0,1.3,4.0,8.9,6.8,6.9,12.9
1982-06-27,4.3,1982.0,6.0,27.0,6.0,25,178.0,Sunday,Summer,0.0,-1.0,-0.78,0.62,4.63,5.84,2.95,3.07,3.5,-3.0,0.8,1.3,4.0,7.3,7.3,14.0
1982-06-28,7.3,1982.0,6.0,28.0,0.0,26,179.0,Monday,Summer,0.0,-1.0,0.0,1.0,4.79,5.67,3.07,2.82,3.0,1.1,4.3,0.8,1.3,6.2,6.0,12.5
1982-06-29,7.7,1982.0,6.0,29.0,1.0,26,180.0,Tuesday,Summer,0.0,-1.0,0.78,0.62,4.9,5.54,3.18,2.63,0.4,0.8,7.3,4.3,0.8,6.9,7.3,11.5
1982-06-30,9.0,1982.0,6.0,30.0,2.0,26,181.0,Wednesday,Summer,0.0,-1.0,0.97,-0.22,4.91,5.61,3.2,2.69,1.3,0.1,7.7,7.3,4.3,8.9,7.6,7.0
1982-07-01,4.2,1982.0,7.0,1.0,3.0,26,182.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,4.94,5.51,3.19,2.69,-4.8,0.2,9.0,7.7,7.3,4.0,8.0,7.1
1982-07-02,1.6,1982.0,7.0,2.0,4.0,26,183.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,4.99,5.26,3.13,2.7,-2.6,0.3,4.2,9.0,7.7,1.3,8.0,9.0
1982-07-03,2.6,1982.0,7.0,3.0,5.0,26,184.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,5.24,5.25,2.79,2.71,1.0,1.8,1.6,4.2,9.0,0.8,6.8,3.1
1982-07-04,3.4,1982.0,7.0,4.0,6.0,26,185.0,Sunday,Summer,-0.5,-0.87,-0.78,0.62,5.11,5.28,2.86,2.68,0.8,-0.9,2.6,1.6,4.2,4.3,7.3,2.5
1982-07-05,3.9,1982.0,7.0,5.0,0.0,27,186.0,Monday,Summer,-0.5,-0.87,0.0,1.0,4.63,5.41,2.71,2.51,0.5,-3.4,3.4,2.6,1.6,7.3,6.2,0.0
1982-07-06,7.0,1982.0,7.0,6.0,1.0,27,187.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,4.53,5.59,2.59,2.42,3.1,-0.7,3.9,3.4,2.6,7.7,6.9,1.6
1982-07-07,7.8,1982.0,7.0,7.0,2.0,27,188.0,Wednesday,Summer,-0.5,-0.87,0.97,-0.22,4.36,5.76,2.26,2.38,0.8,-1.2,7.0,3.9,3.4,9.0,8.9,2.6
1982-07-08,5.3,1982.0,7.0,8.0,3.0,27,189.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,4.51,5.75,2.29,2.38,-2.5,1.1,7.8,7.0,3.9,4.2,4.0,5.7
1982-07-09,2.4,1982.0,7.0,9.0,4.0,27,190.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,4.63,5.75,2.13,2.38,-2.9,0.8,5.3,7.8,7.0,1.6,1.3,2.3
1982-07-10,2.8,1982.0,7.0,10.0,5.0,27,191.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,4.66,5.69,2.1,2.43,0.4,0.2,2.4,5.3,7.8,2.6,0.8,4.5
1982-07-11,4.0,1982.0,7.0,11.0,6.0,27,192.0,Sunday,Summer,-0.5,-0.87,-0.78,0.62,4.74,5.55,2.05,2.4,1.2,0.6,2.8,2.4,5.3,3.4,4.3,8.2
1982-07-12,7.5,1982.0,7.0,12.0,0.0,28,193.0,Monday,Summer,-0.5,-0.87,0.0,1.0,5.26,5.57,2.25,2.42,3.5,3.6,4.0,2.8,2.4,3.9,7.3,6.9
1982-07-13,7.8,1982.0,7.0,13.0,1.0,28,194.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,5.37,5.59,2.37,2.43,0.3,0.8,7.5,4.0,2.8,7.0,7.7,7.3
1982-07-14,5.6,1982.0,7.0,14.0,2.0,28,195.0,Wednesday,Summer,-0.5,-0.87,0.97,-0.22,5.06,5.58,2.13,2.43,-2.2,-2.2,7.8,7.5,4.0,7.8,9.0,6.0
1982-07-15,3.3,1982.0,7.0,15.0,3.0,28,196.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,4.77,5.44,2.22,2.44,-2.3,-2.0,5.6,7.8,7.5,5.3,4.2,7.3
1982-07-16,5.0,1982.0,7.0,16.0,4.0,28,197.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,5.14,5.36,1.96,2.41,1.7,2.6,3.3,5.6,7.8,2.4,1.6,7.6
1982-07-17,3.7,1982.0,7.0,17.0,5.0,28,198.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,5.27,5.21,1.8,2.37,-1.3,0.9,5.0,3.3,5.6,2.8,2.6,8.0
1982-07-18,3.9,1982.0,7.0,18.0,6.0,28,199.0,Sunday,Summer,-0.5,-0.87,-0.78,0.62,5.26,5.08,1.82,2.32,0.2,-0.1,3.7,5.0,3.3,4.0,3.4,8.0
1982-07-19,5.2,1982.0,7.0,19.0,0.0,29,200.0,Monday,Summer,-0.5,-0.87,0.0,1.0,4.93,5.02,1.53,2.3,1.3,-2.3,3.9,3.7,5.0,7.5,3.9,6.8
1982-07-20,3.77,1982.0,7.0,20.0,1.0,29,201.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,4.35,4.91,0.89,2.27,,,5.2,3.9,3.7,7.8,7.0,7.3
1982-07-21,2.33,1982.0,7.0,21.0,2.0,29,202.0,Wednesday,Summer,-0.5,-0.87,0.97,-0.22,3.89,4.78,0.98,2.3,,,3.77,5.2,3.9,5.6,7.8,6.2
1982-07-22,0.9,1982.0,7.0,22.0,3.0,29,203.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,3.54,4.58,1.5,2.37,,-2.4,2.33,3.77,5.2,3.3,5.3,6.9
1982-07-23,3.5,1982.0,7.0,23.0,4.0,29,204.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,3.33,4.4,1.36,2.23,2.6,-1.5,0.9,2.33,3.77,5.0,2.4,8.9
1982-07-24,6.6,1982.0,7.0,24.0,5.0,29,205.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,3.74,4.48,1.85,2.27,3.1,2.9,3.5,0.9,2.33,3.7,2.8,4.0
1982-07-25,9.5,1982.0,7.0,25.0,6.0,29,206.0,Sunday,Summer,-0.5,-0.87,-0.78,0.62,4.54,4.76,2.86,2.36,2.9,5.6,6.6,3.5,0.9,3.9,4.0,1.3
1982-07-26,9.0,1982.0,7.0,26.0,0.0,30,207.0,Monday,Summer,-0.5,-0.87,0.0,1.0,5.09,5.03,3.33,2.36,-0.5,3.8,9.5,6.6,3.5,5.2,7.5,0.8
1982-07-27,3.5,1982.0,7.0,27.0,1.0,30,208.0,Tuesday,Summer,-0.5,-0.87,0.78,0.62,5.05,5.0,3.35,2.38,-5.5,,9.0,9.5,6.6,3.77,7.8,4.3
1982-07-28,4.5,1982.0,7.0,28.0,2.0,30,209.0,Wednesday,Summer,-0.5,-0.87,0.97,-0.22,5.36,4.91,3.15,2.34,1.0,,3.5,9.0,9.5,2.33,5.6,7.3
1982-07-29,5.7,1982.0,7.0,29.0,3.0,30,210.0,Thursday,Summer,-0.5,-0.87,0.43,-0.9,6.04,4.84,2.46,2.28,1.2,4.8,4.5,3.5,9.0,0.9,3.3,7.7
1982-07-30,5.6,1982.0,7.0,30.0,4.0,30,211.0,Friday,Summer,-0.5,-0.87,-0.43,-0.9,6.34,4.73,2.22,2.15,-0.1,2.1,5.7,4.5,3.5,3.5,5.0,9.0
1982-07-31,7.1,1982.0,7.0,31.0,5.0,30,212.0,Saturday,Summer,-0.5,-0.87,-0.97,-0.22,6.41,4.83,2.24,2.19,1.5,0.5,5.6,5.7,4.5,6.6,3.7,4.2
1982-08-01,9.7,1982.0,8.0,1.0,6.0,30,213.0,Sunday,Summer,-0.87,-0.5,-0.78,0.62,6.44,5.1,2.28,2.28,2.6,0.2,7.1,5.6,5.7,9.5,3.9,1.6
1982-08-02,8.3,1982.0,8.0,2.0,0.0,31,214.0,Monday,Summer,-0.87,-0.5,0.0,1.0,6.34,5.29,2.16,2.3,-1.4,-0.7,9.7,7.1,5.6,9.0,5.2,2.6
1982-08-03,9.1,1982.0,8.0,3.0,1.0,31,215.0,Tuesday,Summer,-0.87,-0.5,0.78,0.62,7.14,5.48,1.96,2.37,0.8,5.6,8.3,9.7,7.1,3.5,3.77,3.4
1982-08-04,2.8,1982.0,8.0,4.0,2.0,31,216.0,Wednesday,Summer,-0.87,-0.5,0.97,-0.22,6.9,5.44,2.4,2.41,-6.3,-1.7,9.1,8.3,9.7,4.5,2.33,3.9
1982-08-05,2.2,1982.0,8.0,5.0,3.0,31,217.0,Thursday,Summer,-0.87,-0.5,0.43,-0.9,6.4,5.28,2.99,2.46,-0.6,-3.5,2.8,9.1,8.3,5.7,0.9,7.0
1982-08-06,4.5,1982.0,8.0,6.0,4.0,31,218.0,Friday,Summer,-0.87,-0.5,-0.43,-0.9,6.24,5.17,3.06,2.41,2.3,-1.1,2.2,2.8,9.1,5.6,3.5,7.8
1982-08-07,3.8,1982.0,8.0,7.0,5.0,31,219.0,Saturday,Summer,-0.87,-0.5,-0.97,-0.22,5.77,5.12,3.16,2.43,-0.7,-3.3,4.5,2.2,2.8,7.1,6.6,5.3
1982-08-08,3.8,1982.0,8.0,8.0,6.0,31,220.0,Sunday,Summer,-0.87,-0.5,-0.78,0.62,4.93,5.17,2.69,2.39,0.0,-5.9,3.8,4.5,2.2,9.7,9.5,2.4
1982-08-09,6.2,1982.0,8.0,9.0,0.0,32,221.0,Monday,Summer,-0.87,-0.5,0.0,1.0,4.63,5.28,2.35,2.35,2.4,-2.1,3.8,3.8,4.5,8.3,9.0,2.8
1982-08-10,11.5,1982.0,8.0,10.0,1.0,32,222.0,Tuesday,Summer,-0.87,-0.5,0.78,0.62,4.97,5.53,3.15,2.6,5.3,2.4,6.2,3.8,3.8,9.1,3.5,4.0
1982-08-11,10.2,1982.0,8.0,11.0,2.0,32,223.0,Wednesday,Summer,-0.87,-0.5,0.97,-0.22,6.03,5.62,3.52,2.71,-1.3,7.4,11.5,6.2,3.8,2.8,4.5,7.5
1982-08-12,7.9,1982.0,8.0,12.0,3.0,32,224.0,Thursday,Summer,-0.87,-0.5,0.43,-0.9,6.84,5.62,3.12,2.71,-2.3,5.7,10.2,11.5,6.2,2.2,5.7,7.8
1982-08-13,9.0,1982.0,8.0,13.0,4.0,32,225.0,Friday,Summer,-0.87,-0.5,-0.43,-0.9,7.49,5.74,3.02,2.78,1.1,4.5,7.9,10.2,11.5,4.5,5.6,5.6
1982-08-14,9.5,1982.0,8.0,14.0,5.0,32,226.0,Saturday,Summer,-0.87,-0.5,-0.97,-0.22,8.3,5.94,2.6,2.83,0.5,5.7,9.0,7.9,10.2,3.8,7.1,3.3
1982-08-15,6.0,1982.0,8.0,15.0,6.0,32,227.0,Sunday,Summer,-0.87,-0.5,-0.78,0.62,8.61,5.98,2.04,2.82,-3.5,2.2,9.5,9.0,7.9,3.8,9.7,5.0
1982-08-16,8.2,1982.0,8.0,16.0,0.0,33,228.0,Monday,Summer,-0.87,-0.5,0.0,1.0,8.9,6.13,1.77,2.81,2.2,2.0,6.0,9.5,9.0,6.2,8.3,3.7
1982-08-17,9.2,1982.0,8.0,17.0,1.0,33,229.0,Tuesday,Summer,-0.87,-0.5,0.78,0.62,8.57,6.3,1.37,2.84,1.0,-2.3,8.2,6.0,9.5,11.5,9.1,3.9
1982-08-18,4.3,1982.0,8.0,18.0,2.0,33,230.0,Wednesday,Summer,-0.87,-0.5,0.97,-0.22,7.73,6.27,1.91,2.85,-4.9,-5.9,9.2,8.2,6.0,10.2,2.8,5.2
1982-08-19,6.6,1982.0,8.0,19.0,3.0,33,231.0,Thursday,Summer,-0.87,-0.5,0.43,-0.9,7.54,6.37,1.95,2.81,2.3,-1.3,4.3,9.2,8.2,7.9,2.2,3.77
1982-08-20,9.4,1982.0,8.0,20.0,4.0,33,232.0,Friday,Summer,-0.87,-0.5,-0.43,-0.9,7.6,6.6,2.01,2.76,2.8,0.4,6.6,4.3,9.2,9.0,4.5,2.33
1982-08-21,13.2,1982.0,8.0,21.0,5.0,33,233.0,Saturday,Summer,-0.87,-0.5,-0.97,-0.22,8.13,7.01,2.89,2.8,3.8,3.7,9.4,6.6,4.3,9.5,3.8,0.9
1982-08-22,6.6,1982.0,8.0,22.0,6.0,33,234.0,Sunday,Summer,-0.87,-0.5,-0.78,0.62,8.21,7.12,2.82,2.72,-6.6,0.6,13.2,9.4,6.6,6.0,3.8,3.5
1982-08-23,5.1,1982.0,8.0,23.0,0.0,34,235.0,Monday,Summer,-0.87,-0.5,0.0,1.0,7.77,7.07,3.06,2.74,-1.5,-3.1,6.6,13.2,9.4,8.2,6.2,6.6
1982-08-24,12.1,1982.0,8.0,24.0,1.0,34,236.0,Tuesday,Summer,-0.87,-0.5,0.78,0.62,8.19,7.15,3.45,2.86,6.8,2.9,5.1,6.6,13.2,9.2,11.5,9.5
1982-08-25,11.2,1982.0,8.0,25.0,2.0,34,237.0,Wednesday,Summer,-0.87,-0.5,0.97,-0.22,9.17,7.23,3.13,2.94,-0.9,6.9,12.1,5.1,6.6,4.3,10.2,9.0
1982-08-26,8.5,1982.0,8.0,26.0,3.0,34,238.0,Thursday,Summer,-0.87,-0.5,0.43,-0.9,9.44,7.39,2.95,2.86,-2.7,1.9,11.2,12.1,5.1,6.6,7.9,3.5
1982-08-27,4.6,1982.0,8.0,27.0,4.0,34,239.0,Friday,Summer,-0.87,-0.5,-0.43,-0.9,8.76,7.4,3.47,2.85,-3.9,-4.8,8.5,11.2,12.1,9.4,9.0,4.5
1982-08-28,7.0,1982.0,8.0,28.0,5.0,34,240.0,Saturday,Summer,-0.87,-0.5,-0.97,-0.22,7.87,7.44,2.89,2.84,2.4,-6.2,4.6,8.5,11.2,13.2,9.5,5.7
1982-08-29,14.2,1982.0,8.0,29.0,6.0,34,241.0,Sunday,Summer,-0.87,-0.5,-0.78,0.62,8.96,7.73,3.66,3.07,6.8,7.6,7.0,4.6,8.5,6.6,6.0,5.6
1982-08-30,12.7,1982.0,8.0,30.0,0.0,35,242.0,Monday,Summer,-0.87,-0.5,0.0,1.0,10.04,7.91,3.44,3.2,-1.5,7.6,14.2,7.0,4.6,5.1,8.2,7.1
1982-08-31,7.6,1982.0,8.0,31.0,1.0,35,243.0,Tuesday,Summer,-0.87,-0.5,0.78,0.62,9.4,7.84,3.42,3.18,-5.1,-4.5,12.7,14.2,7.0,12.1,9.2,9.7
1982-09-01,4.0,1982.0,9.0,1.0,2.0,35,244.0,Wednesday,Fall,-1.0,-0.0,0.97,-0.22,8.37,7.7,3.84,3.26,-3.6,-7.2,7.6,12.7,14.2,11.2,4.3,8.3
1982-09-02,10.0,1982.0,9.0,2.0,3.0,35,245.0,Thursday,Fall,-1.0,-0.0,0.43,-0.9,8.59,7.73,3.89,3.27,6.0,1.5,4.0,7.6,12.7,8.5,6.6,9.1
1982-09-03,10.5,1982.0,9.0,3.0,4.0,35,246.0,Friday,Fall,-1.0,-0.0,-0.43,-0.9,9.43,7.99,3.5,3.17,0.5,5.9,10.0,4.0,7.6,4.6,9.4,2.8
1982-09-04,5.0,1982.0,9.0,4.0,5.0,35,247.0,Saturday,Fall,-1.0,-0.0,-0.97,-0.22,9.14,8.08,3.8,3.04,-5.5,-2.0,10.5,10.0,4.0,7.0,13.2,2.2
1982-09-05,4.5,1982.0,9.0,5.0,6.0,35,248.0,Sunday,Fall,-1.0,-0.0,-0.78,0.62,7.76,8.08,3.4,3.04,-0.5,-9.6,5.0,10.5,10.0,14.2,6.6,4.5
1982-09-06,8.2,1982.0,9.0,6.0,0.0,36,249.0,Monday,Fall,-1.0,-0.0,0.0,1.0,7.11,8.23,2.65,2.93,3.7,-4.5,4.5,5.0,10.5,12.7,5.1,3.8
1982-09-07,4.3,1982.0,9.0,7.0,1.0,36,250.0,Tuesday,Fall,-1.0,-0.0,0.78,0.62,6.64,8.24,2.84,2.9,-3.9,-3.3,8.2,4.5,5.0,7.6,12.1,3.8
1982-09-08,9.8,1982.0,9.0,8.0,2.0,36,251.0,Wednesday,Fall,-1.0,-0.0,0.97,-0.22,7.47,8.36,2.78,2.89,5.5,5.8,4.3,8.2,4.5,4.0,11.2,6.2
1982-09-09,5.8,1982.0,9.0,9.0,3.0,36,252.0,Thursday,Fall,-1.0,-0.0,0.43,-0.9,6.87,8.17,2.59,2.86,-4.0,-4.2,9.8,4.3,8.2,10.0,8.5,11.5
1982-09-10,5.0,1982.0,9.0,10.0,4.0,36,253.0,Friday,Fall,-1.0,-0.0,-0.43,-0.9,6.09,8.0,2.1,2.89,-0.8,-5.5,5.8,9.8,4.3,10.5,4.6,10.2
1982-09-11,8.5,1982.0,9.0,11.0,5.0,36,254.0,Saturday,Fall,-1.0,-0.0,-0.97,-0.22,6.59,8.02,2.21,2.89,3.5,3.5,5.0,5.8,9.8,5.0,7.0,7.9
1982-09-12,9.0,1982.0,9.0,12.0,6.0,36,255.0,Sunday,Fall,-1.0,-0.0,-0.78,0.62,7.23,8.02,2.16,2.89,0.5,4.5,8.5,5.0,5.8,4.5,14.2,9.0
1982-09-13,3.6,1982.0,9.0,13.0,0.0,37,256.0,Monday,Fall,-1.0,-0.0,0.0,1.0,6.57,7.82,2.49,2.99,-5.4,-4.6,9.0,8.5,5.0,8.2,12.7,9.5
1982-09-14,6.7,1982.0,9.0,14.0,1.0,37,257.0,Tuesday,Fall,-1.0,-0.0,0.78,0.62,6.91,7.85,2.28,2.98,3.1,2.4,3.6,9.0,8.5,4.3,7.6,6.0
1982-09-15,6.7,1982.0,9.0,15.0,2.0,37,258.0,Wednesday,Fall,-1.0,-0.0,0.97,-0.22,6.47,7.8,1.89,2.98,0.0,-3.1,6.7,3.6,9.0,9.8,4.0,8.2
1982-09-16,10.1,1982.0,9.0,16.0,3.0,37,259.0,Thursday,Fall,-1.0,-0.0,0.43,-0.9,7.09,7.83,2.29,3.0,3.4,4.3,6.7,6.7,3.6,5.8,10.0,9.2
1982-09-17,15.0,1982.0,9.0,17.0,4.0,37,260.0,Friday,Fall,-1.0,-0.0,-0.43,-0.9,8.51,8.18,3.55,3.2,4.9,9.6,10.1,6.7,6.7,5.0,10.5,4.3
1982-09-18,8.9,1982.0,9.0,18.0,5.0,37,261.0,Saturday,Fall,-1.0,-0.0,-0.97,-0.22,8.57,8.26,3.55,3.19,-6.1,0.4,15.0,10.1,6.7,8.5,5.0,6.6
1982-09-19,5.7,1982.0,9.0,19.0,6.0,37,262.0,Sunday,Fall,-1.0,-0.0,-0.78,0.62,8.1,8.14,3.7,3.21,-3.2,-3.3,8.9,15.0,10.1,9.0,4.5,9.4
1982-09-20,4.2,1982.0,9.0,20.0,0.0,38,263.0,Monday,Fall,-1.0,-0.0,0.0,1.0,8.19,7.84,3.58,3.14,-1.5,0.6,5.7,8.9,15.0,3.6,8.2,13.2
1982-09-21,4.0,1982.0,9.0,21.0,1.0,38,264.0,Tuesday,Fall,-1.0,-0.0,0.78,0.62,7.8,7.75,3.9,3.21,-0.2,-2.7,4.2,5.7,8.9,6.7,4.3,6.6
1982-09-22,5.3,1982.0,9.0,22.0,2.0,38,265.0,Wednesday,Fall,-1.0,-0.0,0.97,-0.22,7.6,7.76,4.0,3.21,1.3,-1.4,4.0,4.2,5.7,6.7,9.8,5.1
1982-09-23,6.3,1982.0,9.0,23.0,3.0,38,266.0,Thursday,Fall,-1.0,-0.0,0.43,-0.9,7.06,7.56,3.86,3.11,1.0,-3.8,5.3,4.0,4.2,10.1,5.8,12.1
1982-09-24,8.5,1982.0,9.0,24.0,4.0,38,267.0,Friday,Fall,-1.0,-0.0,-0.43,-0.9,6.13,7.47,1.93,3.04,2.2,-6.5,6.3,5.3,4.0,15.0,5.0,11.2
1982-09-25,11.5,1982.0,9.0,25.0,5.0,38,268.0,Saturday,Fall,-1.0,-0.0,-0.97,-0.22,6.5,7.57,2.67,3.12,3.0,2.6,8.5,6.3,5.3,8.9,8.5,8.5
1982-09-26,7.7,1982.0,9.0,26.0,6.0,38,269.0,Sunday,Fall,-1.0,-0.0,-0.78,0.62,6.79,7.68,2.67,3.07,-3.8,2.0,11.5,8.5,6.3,5.7,9.0,4.6
1982-09-27,9.2,1982.0,9.0,27.0,0.0,39,270.0,Monday,Fall,-1.0,-0.0,0.0,1.0,7.5,7.75,2.53,3.08,1.5,5.0,7.7,11.5,8.5,4.2,3.6,7.0
1982-09-28,7.8,1982.0,9.0,28.0,1.0,39,271.0,Tuesday,Fall,-1.0,-0.0,0.78,0.62,8.04,7.54,2.01,2.83,-1.4,3.8,9.2,7.7,11.5,4.0,6.7,14.2
1982-09-29,6.3,1982.0,9.0,29.0,2.0,39,272.0,Wednesday,Fall,-1.0,-0.0,0.97,-0.22,8.19,7.32,1.81,2.66,-1.5,1.0,7.8,9.2,7.7,5.3,6.7,12.7
1982-09-30,6.3,1982.0,9.0,30.0,3.0,39,273.0,Thursday,Fall,-1.0,-0.0,0.43,-0.9,8.19,7.28,1.81,2.67,0.0,0.0,6.3,7.8,9.2,6.3,10.1,7.6
1982-10-01,8.6,1982.0,10.0,1.0,4.0,39,274.0,Friday,Fall,-0.87,0.5,-0.43,-0.9,8.2,7.43,1.81,2.61,2.3,0.1,6.3,6.3,7.8,8.5,15.0,4.0
1982-10-02,6.1,1982.0,10.0,2.0,5.0,39,275.0,Saturday,Fall,-0.87,0.5,-0.97,-0.22,7.43,7.3,1.23,2.57,-2.5,-5.4,8.6,6.3,6.3,11.5,8.9,10.0
1982-10-03,13.2,1982.0,10.0,3.0,6.0,39,276.0,Sunday,Fall,-0.87,0.5,-0.78,0.62,8.21,7.39,2.51,2.73,6.8,5.5,6.1,8.6,6.3,7.7,5.7,10.5
1982-10-04,9.9,1982.0,10.0,4.0,0.0,40,277.0,Monday,Fall,-0.87,0.5,0.0,1.0,8.31,7.56,2.57,2.73,-3.3,0.7,13.2,6.1,8.6,9.2,4.2,5.0
1982-10-05,4.7,1982.0,10.0,5.0,1.0,40,278.0,Tuesday,Fall,-0.87,0.5,0.78,0.62,7.87,7.56,2.92,2.72,-5.2,-3.1,9.9,13.2,6.1,7.8,4.0,4.5
1982-10-06,5.8,1982.0,10.0,6.0,2.0,40,279.0,Wednesday,Fall,-0.87,0.5,0.97,-0.22,7.8,7.48,2.97,2.74,1.1,-0.5,4.7,9.9,13.2,6.3,5.3,8.2
1982-10-07,14.9,1982.0,10.0,7.0,3.0,40,280.0,Thursday,Fall,-0.87,0.5,0.43,-0.9,9.03,7.84,3.88,2.98,6.8,8.6,5.8,4.7,9.9,6.3,6.3,4.3
1982-10-08,10.7,1982.0,10.0,8.0,4.0,40,281.0,Friday,Fall,-0.87,0.5,-0.43,-0.9,9.33,7.87,3.93,3.01,-4.2,2.1,14.9,5.8,4.7,8.6,8.5,9.8
1982-10-09,8.6,1982.0,10.0,9.0,5.0,40,282.0,Saturday,Fall,-0.87,0.5,-0.97,-0.22,9.69,7.96,3.69,2.99,-2.1,2.5,10.7,14.9,5.8,6.1,11.5,5.8
